Tilda UID,Brand,SKU,Mark,Category,Title,Description,Text,Photo,Price,Quantity,Price Old,Editions,Modifications,External ID,Parent UID,Url
532677218571,,DF-07.0002/DF-07.0006,,,Комплект Nebo лаванда / L (46-48)- L (46-48)- L (46-48),,,,6050.00,0,,Размер топа:L (46-48);Размер леггинсов:L (46-48),,k7MvI6EK0BZRcom7nHVR,297265237091,https://define.moscow/kits/tproduct/359761173-297265237091-komplekt-nebo-lavanda?editionuid=532677218571
740037913631,,,,Комплекты,Комплект Vera пыльный синий,,"Комплект Vera - мягкий и нежный из гипоаллергенной нити, на все случаи жизни как спортивной, так и повседневной. <br /><br />• Посадка с высокой талией <br />• Съемные чашки у топа<br />• Контурное плетение <br />• Моделирование фигуры<br />• Антипиллинг (не образуются катышки)<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота)<br />• 90% нейлон, 10% эластан <br /><br />На фото:<br />Модель - рост 176 см, параметры 78-59-90 см <br />Размер комплекта - S",https://static.tildacdn.com/tild3163-3332-4463-a230-643630383139/4283.jpg https://static.tildacdn.com/tild3566-3538-4364-b230-313237653633/4287.jpg https://static.tildacdn.com/tild3061-6161-4962-a131-376539633162/4290.jpg https://static.tildacdn.com/tild6262-6331-4130-b235-316433323166/4314.jpg https://static.tildacdn.com/tild6437-3862-4433-a136-393065313565/1885982038.jpg,,,,,,N3DaFUv9jMzp21XiPvYP,,https://define.moscow/kits/tproduct/359761173-740037913631-komplekt-vera-pilnii-sinii
105102411711,,DF-01.0012/DF-07.0009,,,Комплект Vera пыльный синий / S (40-42)- S (40-42)- S (40-42),,,,6400.00,0,,Размер топа:S (40-42);Размер леггинсов:S (40-42),,fccmLfCF4s59h7RhA9X8,740037913631,https://define.moscow/kits/tproduct/359761173-740037913631-komplekt-vera-pilnii-sinii?editionuid=105102411711
456568617061,,DF-01.0012/DF-07.0009,,,Комплект Vera пыльный синий / M (44-46) / S (40-42)- M (44-46)- S (40-42),,,,6400.00,0,,Размер топа:M (44-46);Размер леггинсов:S (40-42),,UUlYMcinh6MTlyE8lDIl,740037913631,https://define.moscow/kits/tproduct/359761173-740037913631-komplekt-vera-pilnii-sinii?editionuid=456568617061
528122860491,,DF-01.0012/DF-07.0009,,,Комплект Vera пыльный синий / L (46-48) / S (40-42)- L (46-48)- S (40-42),,,,6400.00,0,,Размер топа:L (46-48);Размер леггинсов:S (40-42),,aI7rJxo8GSZEdyiknRB8,740037913631,https://define.moscow/kits/tproduct/359761173-740037913631-komplekt-vera-pilnii-sinii?editionuid=528122860491
873721471771,,DF-01.0012/DF-07.0009,,,Комплект Vera пыльный синий / S (40-42) / M (44-46)- S (40-42)- M (44-46),,,,6400.00,0,,Размер топа:S (40-42);Размер леггинсов:M (44-46),,DCz20b5iATJ5KFldAaFD,740037913631,https://define.moscow/kits/tproduct/359761173-740037913631-komplekt-vera-pilnii-sinii?editionuid=873721471771
931179359501,,DF-01.0012/DF-07.0009,,,Комплект Vera пыльный синий / M (44-46)- M (44-46)- M (44-46),,,,6400.00,0,,Размер топа:M (44-46);Размер леггинсов:M (44-46),,DraRKhu8lSDXrU4eH7tP,740037913631,https://define.moscow/kits/tproduct/359761173-740037913631-komplekt-vera-pilnii-sinii?editionuid=931179359501
322291838951,,DF-01.0012/DF-07.0009,,,Комплект Vera пыльный синий / L (46-48) / M (44-46)- L (46-48)- M (44-46),,,,6400.00,0,,Размер топа:L (46-48);Размер леггинсов:M (44-46),,eZEGTi0B11zkerGeeEsr,740037913631,https://define.moscow/kits/tproduct/359761173-740037913631-komplekt-vera-pilnii-sinii?editionuid=322291838951
714465909721,,DF-01.0012/DF-07.0009,,,Комплект Vera пыльный синий / S (40-42) / L (46-48)- S (40-42)- L (46-48),,,,6400.00,0,,Размер топа:S (40-42);Размер леггинсов:L (46-48),,iFN5UvDuUNnh0xM7UxXl,740037913631,https://define.moscow/kits/tproduct/359761173-740037913631-komplekt-vera-pilnii-sinii?editionuid=714465909721
219064345311,,DF-01.0012/DF-07.0009,,,Комплект Vera пыльный синий / M (44-46) / L (46-48)- M (44-46)- L (46-48),,,,6400.00,0,,Размер топа:M (44-46);Размер леггинсов:L (46-48),,H6kYkrhmRVBaPH2vvzgk,740037913631,https://define.moscow/kits/tproduct/359761173-740037913631-komplekt-vera-pilnii-sinii?editionuid=219064345311
